student_id,year,branch,gpa,study_hours,failures,hostel,sleep_hours,family_support,interest,budget_level,skill_level,stress_level,communication_level,confusion_level
5469,4,CSE,5.53,5,0,Day Scholar,6,High,Cybersecurity,High,Beginner,High,Good,High
5470,2,EEE,9.47,2,0,Day Scholar,4,Medium,Electrical Design,Medium,Beginner,Medium,Average,High
5471,4,EEE,9.44,5,1,Day Scholar,6,High,Industrial Automation,High,Intermediate,Low,Good,Low
5472,2,IT,5.81,1,2,Day Scholar,6,Medium,Data Analysis,Medium,Beginner,High,Average,High
5473,4,ECE,8.87,2,1,Hostel,4,High,VLSI Design,Low,Beginner,Medium,Good,High
5474,1,IT,5.03,5,0,Day Scholar,6,Low,Web Development,Medium,Beginner,High,Poor,High
5475,3,IT,8.83,1,0,Hostel,4,Medium,Data Analysis,High,Beginner,High,Average,High
5476,4,ECE,7.28,3,1,Day Scholar,5,High,Signal Processing,Medium,Beginner,Medium,Good,Medium
5477,3,ECE,9.21,2,0,Hostel,4,High,IoT,Low,Beginner,Medium,Good,High
5478,4,EEE,5.5,2,0,Day Scholar,6,Medium,Electrical Design,Medium,Beginner,High,Average,High
5479,2,CSE,7.67,2,1,Hostel,7,Medium,Data Science,Medium,Beginner,Medium,Average,High
5480,2,CSE,8.59,6,1,Hostel,6,High,Data Science,High,Intermediate,Low,Good,Low
5481,4,ECE,8.09,2,0,Day Scholar,7,High,Embedded Systems,Medium,Beginner,Medium,Good,High
5482,3,EEE,5.57,5,0,Day Scholar,7,Medium,Renewable Energy,Medium,Beginner,High,Average,High
5483,4,ECE,8.31,4,0,Hostel,6,Medium,Signal Processing,High,Intermediate,Medium,Average,Low
5484,3,ECE,8.46,1,2,Day Scholar,5,Low,Embedded Systems,Medium,Beginner,High,Poor,High
5485,2,ECE,8.02,2,0,Hostel,8,Medium,Signal Processing,High,Beginner,Medium,Average,High
5486,4,IT,5.49,4,0,Hostel,4,High,Web Development,High,Beginner,High,Good,High
5487,4,Mechanical,7.99,2,0,Hostel,8,Medium,Manufacturing,Medium,Beginner,Medium,Average,High
5488,1,CSE,8.7,3,1,Day Scholar,4,High,Data Science,High,Beginner,Medium,Good,Low
5489,3,EEE,9.02,5,0,Day Scholar,7,High,Power Systems,High,Intermediate,Low,Good,Low
5490,1,Mechanical,6.91,1,0,Day Scholar,4,Medium,Robotics,Low,Beginner,High,Average,High
5491,4,Mechanical,8.35,1,1,Day Scholar,7,Medium,Manufacturing,High,Beginner,High,Average,High
5492,4,CSE,7.87,4,0,Day Scholar,5,High,Cybersecurity,Low,Intermediate,Medium,Good,Low
5493,1,CSE,7.3,1,1,Hostel,7,Low,App Development,Low,Beginner,High,Poor,High
5494,2,IT,6.72,2,1,Hostel,4,Low,Communication Skills,Medium,Beginner,High,Poor,High
5495,2,Mechanical,5.6,2,0,Day Scholar,7,Low,Automobile Engineering,Low,Beginner,High,Poor,High
5496,4,Mechanical,7.3,5,0,Hostel,5,Low,Manufacturing,Low,Beginner,High,Poor,Medium
5497,3,ECE,8.18,5,2,Day Scholar,5,Low,Embedded Systems,Medium,Intermediate,High,Poor,Low
5498,3,EEE,9.0,3,0,Day Scholar,4,High,Smart Grid Systems,Low,Beginner,Medium,Good,Low
5499,1,EEE,6.58,4,0,Day Scholar,5,Low,Industrial Automation,Medium,Beginner,High,Poor,Medium
5500,4,ECE,6.45,2,1,Day Scholar,5,High,VLSI Design,High,Beginner,High,Good,High
5501,3,ECE,6.76,6,0,Hostel,5,High,Communication Systems,Medium,Beginner,Medium,Good,Medium
5502,1,ECE,5.02,2,2,Day Scholar,8,High,Signal Processing,Medium,Beginner,High,Good,High
5503,4,ECE,9.05,2,2,Hostel,6,High,Communication Systems,Medium,Beginner,Medium,Good,High
5504,2,Mechanical,7.33,2,1,Day Scholar,7,Low,CAD Design,Medium,Beginner,High,Poor,High
5505,2,ECE,7.87,1,0,Hostel,5,Medium,Communication Systems,Medium,Beginner,High,Average,High
5506,3,IT,7.1,2,0,Day Scholar,5,Low,Data Analysis,Low,Beginner,High,Poor,High
5507,1,CSE,9.39,2,0,Day Scholar,6,High,Cybersecurity,Medium,Beginner,Medium,Good,High
5508,1,EEE,7.29,5,2,Day Scholar,6,Low,Electrical Design,Low,Beginner,High,Poor,Medium
5509,2,ECE,7.82,3,1,Day Scholar,6,Medium,Communication Systems,High,Beginner,Medium,Average,Low
5510,2,Mechanical,6.4,3,0,Hostel,8,Low,CAD Design,High,Beginner,High,Poor,High
5511,2,Mechanical,7.89,1,0,Hostel,7,Low,Robotics,High,Beginner,High,Poor,High
5512,1,CSE,8.8,5,1,Hostel,6,Medium,Cybersecurity,Medium,Intermediate,Medium,Average,Low
5513,1,EEE,9.39,5,0,Day Scholar,8,High,Renewable Energy,Medium,Intermediate,Low,Good,Low
5514,3,Mechanical,8.6,5,0,Day Scholar,5,High,Robotics,High,Intermediate,Low,Good,Low
5515,4,EEE,7.68,4,2,Day Scholar,8,High,Industrial Automation,High,Intermediate,Medium,Good,Low
5516,3,ECE,8.59,4,1,Day Scholar,5,High,IoT,Low,Intermediate,Low,Good,Low
5517,3,Mechanical,6.21,5,0,Day Scholar,8,Low,Thermal Engineering,Low,Beginner,High,Poor,High
5518,3,ECE,8.46,1,0,Hostel,7,Medium,Communication Systems,High,Beginner,High,Average,High
5519,4,ECE,7.66,6,0,Day Scholar,7,Low,Embedded Systems,Low,Intermediate,High,Poor,Low
5520,3,Mechanical,6.23,4,0,Hostel,6,Medium,Manufacturing,Low,Beginner,High,Average,High
5521,1,EEE,8.3,4,1,Day Scholar,8,Medium,Renewable Energy,High,Intermediate,Medium,Average,Low
5522,4,ECE,6.69,1,0,Day Scholar,8,Low,VLSI Design,High,Beginner,High,Poor,High
5523,3,EEE,6.34,5,0,Hostel,7,Low,Industrial Automation,Low,Beginner,High,Poor,High
5524,3,EEE,5.88,2,1,Hostel,5,High,Industrial Automation,High,Beginner,High,Good,High
5525,3,Mechanical,6.38,2,0,Hostel,6,Low,Robotics,Medium,Beginner,High,Poor,High
5526,1,EEE,6.01,1,1,Hostel,4,Medium,Electrical Design,Medium,Beginner,High,Average,High
5527,1,CSE,8.17,3,1,Day Scholar,8,Medium,Web Development,Low,Beginner,Medium,Average,Low
5528,3,CSE,6.29,4,2,Day Scholar,7,Medium,AI/ML,High,Beginner,High,Average,High
5529,3,IT,8.57,4,2,Day Scholar,4,High,Competitive Coding,Medium,Intermediate,Low,Good,Low
5530,3,ECE,7.95,4,0,Day Scholar,6,Medium,Embedded Systems,Low,Intermediate,Medium,Average,Low
5531,2,ECE,5.15,3,0,Day Scholar,4,Medium,Embedded Systems,High,Beginner,High,Average,High
5532,2,ECE,7.91,1,1,Day Scholar,4,Medium,Communication Systems,High,Beginner,High,Average,High
5533,2,CSE,8.35,4,0,Day Scholar,7,Low,Data Science,Medium,Intermediate,High,Poor,Low
5534,4,CSE,5.63,4,2,Day Scholar,6,High,App Development,Medium,Beginner,High,Good,High
5535,2,Mechanical,5.83,1,0,Day Scholar,5,Medium,Robotics,Medium,Beginner,High,Average,High
5536,3,EEE,5.31,6,0,Hostel,4,Medium,Electrical Design,Medium,Beginner,High,Average,High
5537,3,ECE,8.76,2,0,Hostel,5,Low,Communication Systems,Medium,Beginner,High,Poor,High
5538,4,ECE,7.91,2,0,Hostel,4,Medium,Embedded Systems,Medium,Beginner,Medium,Average,High
5539,1,IT,6.05,4,1,Hostel,5,Low,AI/ML,Medium,Beginner,High,Poor,High
5540,3,Mechanical,5.44,4,1,Day Scholar,6,High,Automobile Engineering,High,Beginner,High,Good,High
5541,4,EEE,8.47,2,1,Day Scholar,8,Medium,Industrial Automation,Medium,Beginner,Medium,Average,High
5542,2,Mechanical,7.34,3,1,Hostel,7,High,Robotics,High,Beginner,Medium,Good,Medium
5543,2,Mechanical,6.77,6,0,Hostel,6,Low,Thermal Engineering,Low,Beginner,High,Poor,Medium
5544,2,Mechanical,8.39,3,0,Day Scholar,8,Medium,Automobile Engineering,Low,Beginner,Medium,Average,Low
5545,3,CSE,5.12,6,0,Day Scholar,4,Medium,Cybersecurity,Low,Beginner,High,Average,High
5546,3,EEE,8.96,1,0,Day Scholar,4,Medium,Industrial Automation,High,Beginner,High,Average,High
5547,4,EEE,6.13,5,0,Day Scholar,8,High,Power Systems,High,Beginner,High,Good,High
5548,2,IT,5.27,1,0,Hostel,4,High,Web Development,Medium,Beginner,High,Good,High
5549,4,CSE,7.13,6,0,Day Scholar,8,Low,Cybersecurity,Medium,Beginner,High,Poor,Medium
5550,1,IT,6.22,2,1,Day Scholar,7,Medium,Data Analysis,High,Beginner,High,Average,High
5551,2,IT,6.53,4,2,Day Scholar,8,Medium,Data Analysis,High,Beginner,Medium,Average,Medium
5552,1,CSE,7.38,4,0,Day Scholar,4,Medium,AI/ML,Medium,Beginner,Medium,Average,Medium
5553,4,IT,6.64,5,2,Hostel,7,High,Competitive Coding,Low,Beginner,Medium,Good,Medium
5554,4,Mechanical,7.58,2,1,Hostel,8,High,Manufacturing,Medium,Beginner,Medium,Good,High
5555,2,ECE,7.66,6,2,Day Scholar,7,Medium,VLSI Design,Low,Intermediate,Medium,Average,Low
5556,1,IT,5.32,1,2,Hostel,5,Medium,Competitive Coding,Low,Beginner,High,Average,High
5557,2,EEE,7.78,1,0,Hostel,7,Low,Renewable Energy,High,Beginner,High,Poor,High
5558,1,EEE,8.49,6,0,Hostel,8,Low,Industrial Automation,High,Intermediate,High,Poor,Low
5559,3,ECE,5.37,5,1,Day Scholar,8,High,Signal Processing,Low,Beginner,High,Good,High
5560,1,ECE,7.09,1,0,Day Scholar,7,Medium,Embedded Systems,High,Beginner,High,Average,High
5561,3,ECE,9.17,1,0,Day Scholar,7,Medium,IoT,Medium,Beginner,High,Average,High
5562,4,IT,6.6,4,0,Day Scholar,4,Medium,Competitive Coding,High,Beginner,Medium,Average,Medium
5563,2,CSE,7.75,1,0,Hostel,4,Medium,Cybersecurity,High,Beginner,High,Average,High
5564,3,Mechanical,9.22,4,0,Hostel,6,Medium,Thermal Engineering,Medium,Intermediate,Medium,Average,Low
5565,3,CSE,8.7,2,2,Day Scholar,5,High,Cybersecurity,High,Beginner,Medium,Good,High
5566,3,CSE,6.16,5,0,Day Scholar,6,Low,Web Development,High,Beginner,High,Poor,High
5567,2,IT,7.24,3,1,Hostel,7,Medium,Competitive Coding,Medium,Beginner,Medium,Average,Medium
5568,2,IT,5.9,3,1,Day Scholar,7,High,Data Analysis,Low,Beginner,High,Good,High
5569,4,EEE,8.4,2,0,Day Scholar,7,High,Smart Grid Systems,Low,Beginner,Medium,Good,High
5570,4,ECE,5.98,2,0,Hostel,8,High,VLSI Design,High,Beginner,High,Good,High
5571,3,Mechanical,6.06,3,2,Hostel,6,Medium,Automobile Engineering,High,Beginner,High,Average,High
5572,1,EEE,8.32,6,0,Day Scholar,7,Medium,Electrical Design,Low,Intermediate,Medium,Average,Low
5573,4,EEE,5.95,1,1,Hostel,4,Medium,Industrial Automation,Low,Beginner,High,Average,High
5574,4,Mechanical,5.88,3,0,Hostel,4,Low,Manufacturing,Medium,Beginner,High,Poor,High
5575,1,EEE,9.43,3,0,Day Scholar,8,High,Renewable Energy,High,Beginner,Medium,Good,Low
5576,1,CSE,7.05,5,2,Day Scholar,8,Medium,Data Science,High,Beginner,Medium,Average,Medium
5577,2,CSE,9.45,1,0,Hostel,8,Medium,Cybersecurity,High,Beginner,High,Average,High
5578,3,EEE,9.11,5,0,Hostel,4,Low,Industrial Automation,Medium,Intermediate,High,Poor,Low
5579,2,IT,6.29,3,1,Hostel,7,Medium,AI/ML,High,Beginner,High,Average,High
5580,3,IT,9.26,5,2,Day Scholar,4,Low,Competitive Coding,Medium,Intermediate,High,Poor,Low
5581,1,IT,8.22,5,0,Day Scholar,8,Low,Competitive Coding,Low,Intermediate,High,Poor,Low
5582,1,IT,5.25,6,0,Day Scholar,8,Low,Communication Skills,High,Beginner,High,Poor,High
5583,3,CSE,6.32,3,0,Day Scholar,8,Medium,Cybersecurity,High,Beginner,High,Average,High
5584,1,Mechanical,6.86,2,0,Day Scholar,4,Medium,Automobile Engineering,Medium,Beginner,Medium,Average,High
5585,4,EEE,7.57,3,1,Day Scholar,7,Medium,Industrial Automation,Medium,Beginner,Medium,Average,Low
5586,2,ECE,5.17,4,2,Day Scholar,4,High,VLSI Design,Low,Beginner,High,Good,High
5587,4,CSE,7.0,2,2,Day Scholar,4,Medium,App Development,High,Beginner,Medium,Average,High
5588,3,CSE,7.72,6,1,Day Scholar,6,High,App Development,High,Intermediate,Medium,Good,Low
5589,1,IT,8.45,3,2,Hostel,5,Low,Data Analysis,Medium,Beginner,High,Poor,Low
5590,4,IT,5.63,6,0,Hostel,8,Medium,Web Development,Low,Beginner,High,Average,High
5591,3,EEE,5.34,3,0,Hostel,8,Medium,Power Systems,Medium,Beginner,High,Average,High
5592,2,ECE,5.89,2,2,Day Scholar,8,Medium,Signal Processing,Low,Beginner,High,Average,High
5593,1,CSE,9.11,6,2,Day Scholar,4,Medium,App Development,Medium,Intermediate,Medium,Average,Low
5594,2,IT,6.89,2,2,Hostel,8,Low,AI/ML,Medium,Beginner,High,Poor,High
5595,4,Mechanical,8.85,3,0,Day Scholar,4,Medium,Robotics,High,Beginner,Medium,Average,Low
5596,3,Mechanical,7.58,4,0,Day Scholar,5,High,CAD Design,Low,Intermediate,Medium,Good,Low
5597,3,Mechanical,6.86,3,0,Day Scholar,8,High,Thermal Engineering,Low,Beginner,Medium,Good,Medium
5598,4,Mechanical,9.45,3,2,Day Scholar,7,Medium,Thermal Engineering,Low,Beginner,Medium,Average,Low
5599,1,ECE,9.0,5,1,Hostel,8,Medium,Signal Processing,Medium,Intermediate,Medium,Average,Low
5600,4,EEE,5.97,5,1,Hostel,5,Low,Electrical Design,Low,Beginner,High,Poor,High
5601,4,EEE,7.65,4,1,Hostel,4,High,Industrial Automation,High,Intermediate,Medium,Good,Low
5602,4,ECE,6.84,4,1,Hostel,6,Low,VLSI Design,Low,Beginner,High,Poor,Medium
5603,1,CSE,8.26,6,0,Day Scholar,5,High,AI/ML,Low,Intermediate,Low,Good,Low
5604,3,CSE,6.49,6,1,Day Scholar,7,Medium,Data Science,High,Beginner,High,Average,High
5605,2,IT,8.46,3,0,Hostel,5,Medium,Communication Skills,High,Beginner,Medium,Average,Low
5606,1,CSE,6.28,4,0,Hostel,6,Medium,App Development,High,Beginner,High,Average,High
5607,3,IT,6.01,5,2,Hostel,6,Medium,Communication Skills,Medium,Beginner,High,Average,High
5608,2,EEE,6.35,1,2,Hostel,4,Low,Power Systems,High,Beginner,High,Poor,High
5609,1,CSE,8.26,6,2,Day Scholar,6,Low,App Development,Medium,Intermediate,High,Poor,Low
5610,2,EEE,5.94,6,0,Hostel,6,High,Renewable Energy,High,Beginner,High,Good,High
5611,3,ECE,8.5,2,0,Day Scholar,4,High,Communication Systems,Medium,Beginner,Medium,Good,High
5612,2,IT,6.16,2,0,Hostel,4,Low,Data Analysis,Low,Beginner,High,Poor,High
5613,3,EEE,8.78,4,0,Day Scholar,6,Medium,Renewable Energy,Low,Intermediate,Medium,Average,Low
5614,1,ECE,7.67,4,0,Hostel,7,High,Communication Systems,High,Intermediate,Medium,Good,Low
5615,2,EEE,9.06,5,1,Day Scholar,6,Low,Renewable Energy,Low,Intermediate,High,Poor,Low
5616,4,ECE,5.01,3,0,Hostel,5,High,Embedded Systems,Medium,Beginner,High,Good,High
5617,3,Mechanical,6.34,2,1,Day Scholar,6,High,Manufacturing,Low,Beginner,High,Good,High
5618,2,ECE,8.18,3,0,Day Scholar,4,Low,Embedded Systems,Low,Beginner,High,Poor,Low
5619,3,EEE,8.44,3,0,Hostel,5,Medium,Renewable Energy,Medium,Beginner,Medium,Average,Low
5620,4,Mechanical,9.35,6,0,Hostel,4,Medium,Manufacturing,Medium,Intermediate,Medium,Average,Low
5621,1,ECE,6.04,5,0,Day Scholar,6,Medium,IoT,Low,Beginner,High,Average,High
5622,4,IT,7.65,1,0,Day Scholar,6,Medium,AI/ML,Medium,Beginner,High,Average,High
5623,3,EEE,5.64,6,2,Day Scholar,6,High,Power Systems,Medium,Beginner,High,Good,High
5624,4,ECE,5.01,4,0,Day Scholar,5,Medium,Embedded Systems,Low,Beginner,High,Average,High
5625,3,Mechanical,6.06,4,0,Day Scholar,7,Medium,Robotics,High,Beginner,High,Average,High
5626,4,ECE,7.19,5,2,Hostel,6,High,VLSI Design,Low,Beginner,Medium,Good,Medium
5627,4,Mechanical,7.8,6,1,Hostel,6,High,CAD Design,Medium,Intermediate,Medium,Good,Low
5628,4,ECE,8.22,2,0,Hostel,5,Low,IoT,Medium,Beginner,High,Poor,High
5629,1,Mechanical,6.71,4,1,Hostel,6,High,Thermal Engineering,Medium,Beginner,Medium,Good,Medium
5630,4,Mechanical,5.56,5,0,Hostel,4,Medium,Thermal Engineering,High,Beginner,High,Average,High
5631,2,CSE,6.45,3,0,Day Scholar,7,Low,AI/ML,High,Beginner,High,Poor,High
5632,1,ECE,9.38,4,1,Hostel,4,High,Embedded Systems,Medium,Intermediate,Low,Good,Low
5633,1,CSE,8.53,3,0,Day Scholar,6,Medium,Web Development,Medium,Beginner,Medium,Average,Low
5634,2,Mechanical,6.81,2,1,Day Scholar,6,Low,Thermal Engineering,Medium,Beginner,High,Poor,High
5635,3,Mechanical,7.6,1,0,Day Scholar,5,Medium,Thermal Engineering,High,Beginner,High,Average,High
5636,4,IT,5.48,1,2,Hostel,6,Low,AI/ML,Low,Beginner,High,Poor,High
5637,4,CSE,8.56,6,0,Day Scholar,8,High,AI/ML,Medium,Intermediate,Low,Good,Low
5638,4,EEE,5.88,6,0,Hostel,7,High,Electrical Design,Medium,Beginner,High,Good,High
5639,3,ECE,5.31,1,0,Day Scholar,6,Medium,Embedded Systems,Low,Beginner,High,Average,High
5640,3,IT,5.11,5,0,Hostel,5,Low,Web Development,Low,Beginner,High,Poor,High
5641,2,CSE,6.18,4,0,Hostel,7,High,AI/ML,Low,Beginner,High,Good,High
5642,1,IT,5.11,2,0,Day Scholar,4,Medium,Communication Skills,Low,Beginner,High,Average,High
5643,1,Mechanical,7.51,6,0,Day Scholar,7,High,Manufacturing,Low,Intermediate,Medium,Good,Low
5644,3,EEE,6.41,5,1,Hostel,8,Low,Smart Grid Systems,Low,Beginner,High,Poor,High
5645,4,Mechanical,5.27,1,0,Day Scholar,5,High,Automobile Engineering,Low,Beginner,High,Good,High
5646,4,EEE,8.16,2,0,Hostel,6,High,Industrial Automation,High,Beginner,Medium,Good,High
5647,2,EEE,7.44,5,0,Hostel,7,Medium,Power Systems,Medium,Beginner,Medium,Average,Medium
5648,3,CSE,9.24,6,0,Hostel,7,Low,AI/ML,High,Intermediate,High,Poor,Low
5649,3,IT,5.78,2,0,Day Scholar,8,High,Communication Skills,High,Beginner,High,Good,High
5650,3,IT,5.13,2,0,Day Scholar,5,High,Communication Skills,High,Beginner,High,Good,High
5651,3,EEE,6.3,6,0,Day Scholar,8,Low,Electrical Design,Low,Beginner,High,Poor,High
5652,2,Mechanical,5.9,5,0,Day Scholar,6,High,Manufacturing,High,Beginner,High,Good,High
5653,3,EEE,7.1,1,0,Day Scholar,8,Medium,Smart Grid Systems,Low,Beginner,High,Average,High
5654,1,CSE,5.6,6,0,Day Scholar,5,High,Web Development,High,Beginner,High,Good,High
5655,1,EEE,6.24,3,0,Hostel,6,High,Smart Grid Systems,Medium,Beginner,High,Good,High
5656,2,IT,6.38,6,1,Day Scholar,7,High,Web Development,High,Beginner,High,Good,High
5657,4,ECE,6.3,3,2,Day Scholar,6,High,IoT,High,Beginner,High,Good,High
5658,4,ECE,5.29,5,2,Hostel,7,Medium,Communication Systems,Medium,Beginner,High,Average,High
5659,1,IT,6.15,4,0,Day Scholar,8,Medium,Competitive Coding,Medium,Beginner,High,Average,High
5660,1,EEE,6.92,4,0,Day Scholar,6,High,Renewable Energy,Medium,Beginner,Medium,Good,Medium
5661,4,Mechanical,8.86,5,0,Day Scholar,4,Low,Robotics,Low,Intermediate,High,Poor,Low
5662,2,CSE,7.89,6,1,Hostel,5,Medium,Data Science,Low,Intermediate,Medium,Average,Low
5663,2,Mechanical,6.65,5,0,Hostel,8,Medium,Thermal Engineering,High,Beginner,Medium,Average,Medium
5664,1,ECE,8.83,4,0,Hostel,8,Low,Embedded Systems,High,Intermediate,High,Poor,Low
5665,3,CSE,8.85,6,1,Hostel,6,Low,App Development,High,Intermediate,High,Poor,Low
5666,2,EEE,5.23,5,0,Day Scholar,4,High,Smart Grid Systems,Low,Beginner,High,Good,High
5667,3,CSE,6.32,5,0,Hostel,6,Low,App Development,Medium,Beginner,High,Poor,High
5668,4,IT,7.73,2,0,Hostel,6,High,Competitive Coding,High,Beginner,Medium,Good,High
5669,4,IT,6.04,5,0,Day Scholar,4,High,Web Development,High,Beginner,High,Good,High
5670,4,CSE,5.79,3,0,Day Scholar,4,High,Data Science,Medium,Beginner,High,Good,High
5671,4,Mechanical,8.77,4,1,Hostel,7,High,Thermal Engineering,Medium,Intermediate,Low,Good,Low
5672,1,CSE,8.29,6,2,Hostel,4,High,Data Science,High,Intermediate,Low,Good,Low
5673,1,CSE,6.11,5,0,Day Scholar,7,High,Data Science,Low,Beginner,High,Good,High
5674,4,Mechanical,6.43,5,0,Hostel,8,Low,Thermal Engineering,Low,Beginner,High,Poor,High
5675,4,CSE,5.49,1,1,Hostel,4,Medium,AI/ML,High,Beginner,High,Average,High
5676,2,ECE,6.67,6,0,Hostel,8,High,Embedded Systems,Medium,Beginner,Medium,Good,Medium
5677,1,ECE,8.67,6,0,Hostel,6,Medium,IoT,Low,Intermediate,Medium,Average,Low
5678,3,ECE,6.0,5,0,Hostel,8,High,Embedded Systems,Medium,Beginner,High,Good,High
5679,1,Mechanical,5.96,2,0,Hostel,5,High,Automobile Engineering,High,Beginner,High,Good,High
5680,1,ECE,6.24,3,2,Hostel,4,Low,VLSI Design,Low,Beginner,High,Poor,High
5681,4,ECE,6.32,3,0,Hostel,7,Low,VLSI Design,Low,Beginner,High,Poor,High
5682,4,ECE,8.35,5,1,Hostel,8,Medium,IoT,Low,Intermediate,Medium,Average,Low
5683,4,ECE,5.06,2,2,Day Scholar,4,Low,Communication Systems,Low,Beginner,High,Poor,High
5684,4,Mechanical,6.51,3,0,Day Scholar,5,Low,CAD Design,Medium,Beginner,High,Poor,Medium
5685,1,ECE,8.14,2,0,Hostel,4,Low,VLSI Design,Low,Beginner,High,Poor,High
5686,3,EEE,7.87,6,0,Hostel,7,High,Renewable Energy,Medium,Intermediate,Medium,Good,Low
5687,1,Mechanical,6.09,5,0,Hostel,6,High,Manufacturing,Medium,Beginner,High,Good,High
5688,4,ECE,5.07,6,1,Hostel,5,Low,Communication Systems,Low,Beginner,High,Poor,High
5689,1,ECE,7.22,5,0,Day Scholar,5,Low,VLSI Design,Medium,Beginner,High,Poor,Medium
5690,3,IT,5.47,5,0,Day Scholar,5,High,Competitive Coding,Low,Beginner,High,Good,High
5691,4,CSE,7.68,6,2,Day Scholar,4,Low,AI/ML,High,Intermediate,High,Poor,Low
5692,4,ECE,6.91,4,2,Day Scholar,4,Low,Embedded Systems,Medium,Beginner,High,Poor,Medium
5693,1,Mechanical,7.05,1,0,Day Scholar,4,Low,CAD Design,Low,Beginner,High,Poor,High
5694,4,EEE,5.21,5,0,Hostel,6,High,Smart Grid Systems,Medium,Beginner,High,Good,High
5695,3,CSE,5.66,4,2,Day Scholar,8,Medium,Data Science,High,Beginner,High,Average,High
5696,1,IT,5.81,4,0,Hostel,5,High,Data Analysis,High,Beginner,High,Good,High
5697,3,CSE,5.74,3,2,Hostel,8,Medium,Web Development,Medium,Beginner,High,Average,High
5698,1,IT,7.08,4,0,Day Scholar,8,Low,AI/ML,Low,Beginner,High,Poor,Medium
5699,3,EEE,5.06,4,0,Day Scholar,6,Medium,Electrical Design,High,Beginner,High,Average,High
5700,2,CSE,5.16,2,2,Day Scholar,8,Medium,Data Science,High,Beginner,High,Average,High
5701,4,ECE,6.02,6,2,Hostel,7,High,VLSI Design,High,Beginner,High,Good,High
5702,3,Mechanical,6.96,3,1,Hostel,7,High,Robotics,High,Beginner,Medium,Good,Medium
5703,1,CSE,7.75,3,0,Hostel,8,Medium,Data Science,Low,Beginner,Medium,Average,Low
5704,4,Mechanical,5.66,2,1,Day Scholar,6,High,Manufacturing,High,Beginner,High,Good,High
5705,2,Mechanical,6.8,5,2,Day Scholar,4,Low,Manufacturing,Low,Beginner,High,Poor,Medium
5706,4,Mechanical,9.28,1,0,Hostel,7,Medium,Thermal Engineering,Medium,Beginner,High,Average,High
5707,4,ECE,9.33,1,0,Hostel,4,High,Communication Systems,High,Beginner,High,Good,High
5708,4,CSE,6.76,6,0,Day Scholar,5,Low,Data Science,Medium,Beginner,High,Poor,Medium
5709,2,IT,6.3,3,2,Day Scholar,5,Medium,AI/ML,Low,Beginner,High,Average,High
5710,2,ECE,8.34,1,2,Hostel,6,Medium,Communication Systems,Medium,Beginner,High,Average,High
5711,1,ECE,5.05,6,0,Hostel,8,Medium,IoT,High,Beginner,High,Average,High
5712,1,EEE,5.26,6,2,Day Scholar,8,Low,Smart Grid Systems,Low,Beginner,High,Poor,High
5713,1,CSE,6.31,3,2,Hostel,4,Low,App Development,High,Beginner,High,Poor,High
5714,4,EEE,8.45,2,0,Day Scholar,6,Low,Smart Grid Systems,High,Beginner,High,Poor,High
5715,1,Mechanical,8.08,1,0,Day Scholar,6,High,Manufacturing,Medium,Beginner,High,Good,High
5716,2,Mechanical,6.93,3,0,Hostel,8,Medium,Thermal Engineering,Low,Beginner,Medium,Average,Medium
5717,4,ECE,6.11,6,0,Hostel,8,Medium,Embedded Systems,Medium,Beginner,High,Average,High
5718,4,IT,9.37,2,0,Hostel,5,Low,Web Development,Low,Beginner,High,Poor,High
5719,4,EEE,7.85,6,0,Hostel,8,Medium,Renewable Energy,Medium,Intermediate,Medium,Average,Low
5720,4,IT,6.72,6,1,Hostel,6,Medium,Data Analysis,Medium,Beginner,Medium,Average,Medium
5721,1,CSE,6.38,4,0,Day Scholar,5,High,Data Science,High,Beginner,High,Good,High
5722,1,Mechanical,6.44,4,0,Day Scholar,8,Low,CAD Design,Medium,Beginner,High,Poor,High
5723,2,Mechanical,7.02,6,0,Day Scholar,4,High,CAD Design,Medium,Beginner,Medium,Good,Medium
5724,3,CSE,5.86,4,0,Day Scholar,6,High,Data Science,Low,Beginner,High,Good,High
5725,3,Mechanical,9.5,4,0,Hostel,7,Low,Robotics,High,Intermediate,High,Poor,Low
5726,4,Mechanical,8.37,5,0,Day Scholar,8,Medium,Automobile Engineering,Low,Intermediate,Medium,Average,Low
5727,1,ECE,5.47,6,2,Hostel,5,Low,Embedded Systems,Medium,Beginner,High,Poor,High
5728,1,EEE,6.39,1,0,Day Scholar,7,Medium,Power Systems,Low,Beginner,High,Average,High
5729,4,Mechanical,7.27,3,0,Day Scholar,4,High,CAD Design,Medium,Beginner,Medium,Good,Medium
5730,4,EEE,5.8,2,0,Hostel,6,High,Industrial Automation,Medium,Beginner,High,Good,High
5731,4,ECE,5.6,6,0,Hostel,5,Medium,Communication Systems,Low,Beginner,High,Average,High
5732,2,ECE,6.97,6,0,Day Scholar,6,High,IoT,High,Beginner,Medium,Good,Medium
5733,1,Mechanical,5.08,5,0,Day Scholar,7,High,Manufacturing,High,Beginner,High,Good,High
5734,2,EEE,6.78,5,1,Day Scholar,5,Medium,Renewable Energy,High,Beginner,Medium,Average,Medium
5735,1,IT,8.59,5,0,Day Scholar,5,Low,Data Analysis,Medium,Intermediate,High,Poor,Low
5736,2,ECE,8.71,6,1,Day Scholar,8,Medium,VLSI Design,Medium,Intermediate,Medium,Average,Low
